0.225825 +49ns
0.22983 +49ns
0.231432 +48ns
0.235437 +48ns
0.239443 +48ns
0.241045 +48ns
0.242647 +48ns
0.269855 +51ns
0.271479 +50ns
0.275462 +50ns
0.277064 +50ns
0.278667 +49ns
0.285075 +49ns
0.28908 +50ns
0.290687 +50ns
0.292285 +50ns
0.293887 +50ns
0.295489 +50ns
0.316317 +50ns
0.317919 +50ns
0.319521 +49ns
0.323527 +49ns
0.325129 +49ns
0.326731 +49ns
0.328333 +49ns
0.337145 +50ns
0.338747 +51ns
0.345155 +51ns
0.346758 +52ns
0.34836 +53ns
0.349962 +53ns
0.351579 +54ns
0.353213 +54ns
0.354835 +55ns
0.373202 +58ns
0.3748 +58ns
0.376397 +58ns
0.377999 +58ns
0.379601 +58ns
0.38601 +59ns
0.387612 +59ns
0.389214 +60ns
0.390816 +60ns
0.392418 +61ns
0.394021 +62ns
0.405235 +62ns
0.406838 +63ns
0.40844 +64ns
0.417252 +65ns
0.418854 +66ns
0.420456 +67ns
0.422058 +68ns
0.42366 +68ns
0.425262 +69ns
0.426864 +70ns
0.428466 +71ns
0.430069 +72ns
0.431671 +72ns
0.459708 +76ns
0.46131 +78ns
0.462912 +79ns
0.464514 +80ns
0.466117 +81ns
0.467719 +82ns
0.469321 +83ns
0.470923 +84ns
0.479735 +85ns
0.481337 +87ns
0.482939 +88ns
0.484541 +88ns
0.486143 +89ns
0.487745 +90ns
0.489348 +91ns
0.49095 +92ns
0.492552 +93ns
0.508573 +94ns
0.510175 +95ns
0.511777 +96ns
0.513389 +97ns
0.524594 +100ns
0.526197 +101ns
0.527799 +102ns
0.529401 +103ns
0.531003 +104ns
0.532605 +104ns
0.534207 +105ns
0.535817 +106ns
0.537412 +107ns
0.539014 +108ns
0.540616 +108ns
0.542218 +109ns
0.54382 +110ns
0.545422 +110ns
0.547024 +111ns
0.58147 +116ns
0.779334 +111ns
0.780936 +107ns
0.782538 +104ns
0.78414 +102ns
0.785742 +99ns
0.787344 +98ns
0.788947 +97ns
0.790549 +96ns
0.792151 +95ns
0.796957 +94ns
0.798559 +94ns
0.800162 +93ns
0.801764 +92ns
0.807371 +93ns
0.808973 +92ns
0.812178 +92ns
0.813786 +92ns
0.815386 +91ns
0.816984 +91ns
0.818586 +91ns
0.820188 +91ns
0.82179 +90ns
0.823392 +90ns
0.824995 +90ns
0.826597 +90ns
0.86665 +90ns
0.868252 +90ns
0.869854 +90ns
0.871456 +90ns
0.873059 +90ns
0.874666 +90ns
0.876264 +90ns
0.877865 +90ns
0.879467 +90ns
0.881069 +90ns
0.885876 +90ns
0.887478 +90ns
0.88908 +90ns
0.890682 +90ns
0.896314 +91ns
0.897892 +91ns
0.901096 +91ns
0.902698 +91ns
0.9043 +91ns
0.905902 +91ns
0.907505 +91ns
0.909107 +91ns
0.910709 +90ns
0.912311 +90ns
0.913913 +90ns
0.915523 +90ns
0.955573 +95ns
0.957171 +95ns
0.958773 +94ns
0.960375 +93ns
0.961977 +93ns
0.963579 +93ns
0.965181 +92ns
0.966783 +92ns
0.968386 +92ns
0.969988 +91ns
0.97159 +91ns
0.976404 +91ns
0.977998 +91ns
0.979601 +91ns
0.981203 +91ns
0.986009 +91ns
0.987611 +90ns
0.990815 +90ns
0.992418 +90ns
0.994022 +90ns
0.995626 +90ns
0.997224 +90ns
0.998826 +90ns
1.00043 +90ns
1.00203 +90ns
1.00363 +90ns
1.00523 +90ns
1.04609 +90ns
1.04769 +90ns
1.04929 +90ns
1.0509 +90ns
1.0525 +90ns
1.0541 +90ns
1.0557 +90ns
1.0573 +90ns
1.05891 +90ns
1.06051 +90ns
1.06211 +90ns
1.06692 +90ns
1.06852 +90ns
1.07012 +90ns
1.07172 +90ns
1.07653 +90ns
1.07813 +90ns
1.08134 +90ns
1.08294 +90ns
1.08454 +90ns
1.08614 +90ns
1.08774 +90ns
1.08935 +90ns
1.09095 +90ns
1.09255 +90ns
1.09416 +90ns
1.09576 +90ns
1.13741 +90ns
1.13901 +90ns
1.14062 +90ns
1.14222 +90ns
1.14382 +90ns
1.14542 +91ns
1.14702 +91ns
1.14863 +91ns
1.15023 +91ns
1.15183 +91ns
1.15343 +92ns
1.15824 +92ns
1.15984 +92ns
1.16144 +92ns
1.16304 +92ns
1.16785 +93ns
1.16945 +93ns
1.17266 +93ns
1.17427 +93ns
1.17586 +93ns
1.17747 +93ns
1.17907 +93ns
1.18067 +93ns
1.18227 +93ns
1.18387 +93ns
1.18547 +93ns
1.18708 +93ns
1.22953 +98ns
1.23114 +97ns
1.23274 +97ns
1.23435 +96ns
1.23596 +96ns
1.23756 +95ns
1.23915 +95ns
1.24075 +95ns
1.24235 +95ns
1.24395 +94ns
1.24555 +94ns
1.25036 +95ns
1.25196 +94ns
1.25357 +94ns
1.25518 +94ns
1.25997 +94ns
1.26158 +94ns
1.26478 +94ns
1.26638 +94ns
1.26798 +94ns
1.26959 +94ns
1.27119 +94ns
1.27279 +94ns
1.27439 +94ns
1.276 +94ns
1.27762 +94ns
1.2792 +94ns
1.32086 +98ns
1.32246 +98ns
1.32406 +97ns
1.32566 +96ns
1.32726 +96ns
1.32887 +96ns
1.33047 +95ns
1.33207 +95ns
1.33367 +95ns
1.33528 +94ns
1.33689 +94ns
1.33848 +94ns
1.34328 +94ns
1.34489 +94ns
1.34649 +93ns
1.34809 +93ns
1.3529 +93ns
1.35451 +93ns
1.35772 +93ns
1.35931 +93ns
1.36091 +93ns
1.36251 +93ns
1.36411 +93ns
1.36571 +93ns
1.36732 +93ns
1.36892 +93ns
1.37052 +93ns
1.37212 +93ns
1.41458 +93ns
1.41619 +93ns
1.4178 +93ns
1.41939 +93ns
1.42099 +93ns
1.42259 +93ns
1.42419 +93ns
1.42579 +93ns
1.4274 +93ns
1.429 +93ns
1.4306 +93ns
1.4322 +93ns
1.43702 +93ns
1.43861 +93ns
1.44021 +93ns
1.44182 +93ns
1.44662 +93ns
1.44822 +93ns
1.45143 +93ns
1.45303 +93ns
1.45464 +93ns
1.45624 +93ns
1.45785 +93ns
1.45944 +93ns
1.46104 +93ns
1.46264 +93ns
1.46425 +93ns
1.46585 +93ns
1.50911 +93ns
1.51071 +93ns
1.51231 +94ns
1.51391 +94ns
1.51551 +94ns
1.51712 +94ns
1.51872 +94ns
1.52032 +94ns
1.52192 +94ns
1.52353 +94ns
1.52513 +94ns
1.52673 +94ns
1.53154 +95ns
1.53314 +95ns
1.53474 +95ns
1.53635 +95ns
1.54115 +96ns
1.54275 +96ns
1.54595 +96ns
1.54756 +96ns
1.54916 +96ns
1.55076 +96ns
1.55236 +96ns
1.55397 +96ns
1.55558 +96ns
1.55717 +96ns
1.55877 +96ns
1.56037 +96ns
1.60443 +101ns
1.60603 +100ns
1.60764 +100ns
1.60924 +99ns
1.61084 +99ns
1.61244 +99ns
1.61405 +98ns
1.61565 +98ns
1.61726 +98ns
1.61885 +98ns
1.62045 +98ns
1.62206 +98ns
1.62686 +98ns
1.62846 +98ns
1.63007 +97ns
1.63167 +97ns
1.63648 +98ns
1.63809 +97ns
1.64128 +98ns
1.64288 +97ns
1.64449 +97ns
1.64609 +97ns
1.64769 +97ns
1.64929 +97ns
1.65089 +97ns
1.6525 +97ns
1.6541 +97ns
1.6557 +97ns
1.69896 +102ns
1.70056 +101ns
1.70216 +100ns
1.70377 +100ns
1.70537 +99ns
1.70697 +99ns
1.70857 +98ns
1.71017 +98ns
1.71178 +98ns
1.71338 +97ns
1.71499 +97ns
1.71658 +97ns
1.71819 +97ns
1.72299 +97ns
1.72459 +96ns
1.72619 +96ns
1.7278 +96ns
1.7326 +96ns
1.73421 +96ns
1.73742 +96ns
1.73901 +96ns
1.74061 +96ns
1.74222 +96ns
1.74382 +96ns
1.74542 +96ns
1.74702 +96ns
1.74862 +96ns
1.75023 +96ns
1.75183 +96ns
1.7959 +96ns
1.7975 +96ns
1.79909 +96ns
1.80069 +96ns
1.8023 +96ns
1.8039 +96ns
1.8055 +96ns
1.8071 +96ns
1.8087 +96ns
1.81031 +96ns
1.81191 +96ns
1.81351 +96ns
1.81512 +96ns
1.81992 +96ns
1.82152 +96ns
1.82312 +96ns
1.82473 +96ns
1.82953 +96ns
1.83113 +96ns
1.83434 +96ns
1.83595 +96ns
1.83756 +96ns
1.83915 +96ns
1.84075 +96ns
1.84235 +96ns
1.84395 +96ns
1.84555 +96ns
1.84716 +96ns
1.84876 +96ns
1.89362 +97ns
1.89523 +97ns
1.89683 +97ns
1.89842 +97ns
1.90003 +97ns
1.90163 +97ns
1.90323 +97ns
1.90483 +97ns
1.90644 +97ns
1.90804 +97ns
1.90964 +97ns
1.91124 +97ns
1.91284 +97ns
1.91766 +97ns
1.91925 +97ns
1.92085 +97ns
1.92246 +97ns
1.92726 +98ns
1.92886 +98ns
1.93207 +98ns
1.93367 +98ns
1.93528 +99ns
1.93688 +99ns
1.93849 +99ns
1.94008 +99ns
1.94168 +99ns
1.94328 +99ns
1.94489 +99ns
1.94649 +99ns
1.99215 +104ns
1.99375 +104ns
1.99535 +103ns
1.99697 +103ns
1.99856 +102ns
2.00016 +102ns
2.00176 +102ns
2.00336 +101ns
2.00497 +101ns
2.00657 +101ns
2.00817 +101ns
2.00977 +101ns
2.01137 +100ns
2.01618 +101ns
2.01778 +101ns
2.01939 +101ns
2.02099 +100ns
2.02579 +101ns
2.0274 +101ns
2.0306 +101ns
2.0322 +100ns
2.0338 +100ns
2.03541 +100ns
2.03702 +100ns
2.03861 +100ns
2.04021 +100ns
2.04182 +100ns
2.04342 +100ns
2.04502 +100ns
2.08988 +105ns
2.09148 +104ns
2.09308 +104ns
2.09469 +103ns
2.09629 +103ns
2.0979 +102ns
2.09949 +102ns
2.10109 +101ns
2.1027 +101ns
2.1043 +101ns
2.1059 +101ns
2.1075 +100ns
2.10911 +100ns
2.11391 +100ns
2.11551 +100ns
2.11712 +100ns
2.11873 +100ns
2.12352 +100ns
2.12513 +100ns
2.12673 +100ns
2.12993 +100ns
2.13153 +100ns
2.13314 +100ns
2.13474 +99ns
2.13634 +99ns
2.13795 +99ns
2.13955 +99ns
2.14115 +99ns
2.14275 +99ns
2.14435 +99ns
2.18921 +99ns
2.19081 +99ns
2.19242 +99ns
2.19402 +99ns
2.19562 +99ns
2.19723 +99ns
2.19883 +99ns
2.20043 +99ns
2.20203 +99ns
2.20363 +99ns
2.20523 +99ns
2.20684 +99ns
2.20844 +99ns
2.21404 +99ns
2.21565 +99ns
2.21725 +99ns
2.21886 +99ns
2.22366 +99ns
2.22526 +99ns
2.22686 +99ns
2.23007 +99ns
2.23167 +99ns
2.23327 +99ns
2.23487 +99ns
2.23648 +99ns
2.23808 +100ns
2.23968 +100ns
2.24128 +100ns
2.24288 +100ns
2.24449 +100ns
2.28935 +100ns
2.29095 +100ns
2.29255 +100ns
2.29415 +100ns
2.29575 +100ns
2.29736 +100ns
2.29896 +100ns
2.30056 +100ns
2.30216 +100ns
2.30376 +100ns
2.30537 +100ns
2.30697 +100ns
2.30857 +100ns
2.31498 +100ns
2.31659 +100ns
2.31819 +100ns
2.31979 +100ns
2.32459 +100ns
2.32619 +100ns
2.3278 +100ns
2.331 +100ns
2.3326 +100ns
2.3342 +101ns
2.33581 +101ns
2.33741 +101ns
2.33902 +101ns
2.34061 +101ns
2.34222 +101ns
2.34382 +101ns
2.34542 +101ns
2.39028 +107ns
2.39188 +106ns
2.39348 +106ns
2.39509 +105ns
2.39669 +105ns
2.39829 +105ns
2.39989 +104ns
2.40149 +104ns
2.4031 +104ns
2.4047 +104ns
2.4063 +103ns
2.4079 +103ns
2.40951 +103ns
2.41591 +104ns
2.41752 +103ns
2.41913 +103ns
2.42072 +103ns
