+5.36e+10ns 10.02
+5.38e+10ns 10.02
+5.4e+10ns 9.96
+5.42e+10ns 10.14
+5.44e+10ns 10.02
+5.46e+10ns 10.02
+5.48e+10ns 10.02
+5.5e+10ns 9.96
+5.52e+10ns 10.14
+5.54e+10ns 10.02
+5.56e+10ns 10.02
+5.58e+10ns 9.96
+5.6e+10ns 10.14
+5.62e+10ns 10.02
+5.64e+10ns 10.02
+5.66e+10ns 9.96
+5.68e+10ns 10.02
+5.7e+10ns 10.14
+5.72e+10ns 10.02
+5.74e+10ns 9.96
+5.76e+10ns 10.02
+5.78e+10ns 10.14
+5.8e+10ns 9.96
+5.82e+10ns 10.02
+5.84e+10ns 10.02
+5.86e+10ns 9.96
+5.88e+10ns 10.14
+5.9e+10ns 10.02
+5.92e+10ns 10.02
+5.94e+10ns 9.96
+5.96e+10ns 10.14
+5.98e+10ns 10.02
+6e+10ns 9.96
+6.02e+10ns 10.02
+6.04e+10ns 10.02
+6.06e+10ns 10.08
+6.08e+10ns 10.02
+6.1e+10ns 9.96
+6.12e+10ns 10.02
+6.14e+10ns 10.14
+6.16e+10ns 9.96
+6.18e+10ns 10.02
+6.2e+10ns 10.02
+6.22e+10ns 9.96
+6.24e+10ns 10.14
+6.26e+10ns 10.02
+6.28e+10ns 9.96
+6.3e+10ns 10.02
+6.32e+10ns 10.08
+6.34e+10ns 10.02
+6.36e+10ns 10.02
+6.38e+10ns 9.96
+6.4e+10ns 10.02
+6.42e+10ns 10.08
+6.44e+10ns 10.02
+6.46e+10ns 9.96
+6.48e+10ns 10.02
+6.5e+10ns 10.14
+6.52e+10ns 6.54
+6.54e+10ns 9.36
+6.56e+10ns 10.02
+6.58e+10ns 10.08
+6.6e+10ns 10.02
+6.62e+10ns 10.02
+6.64e+10ns 10.14
+6.66e+10ns 10.02
+6.68e+10ns 10.02
+6.7e+10ns 10.02
+6.72e+10ns 10.14
+6.74e+10ns 10.02
+6.76e+10ns 10.02
+6.78e+10ns 10.02
+6.8e+10ns 10.02
+6.82e+10ns 10.14
+6.84e+10ns 10.02
+6.86e+10ns 10.02
+6.88e+10ns 10.02
+6.9e+10ns 10.14
+6.92e+10ns 10.02
+6.94e+10ns 10.02
+6.96e+10ns 10.02
+6.98e+10ns 10.02
+7e+10ns 10.14
+7.02e+10ns 10.02
+7.04e+10ns 9.96
+7.06e+10ns 10.02
+7.08e+10ns 10.14
+7.1e+10ns 10.02
+7.12e+10ns 10.02
+7.14e+10ns 10.02
+7.16e+10ns 9.96
+7.18e+10ns 10.14
+7.2e+10ns 10.02
+7.22e+10ns 10.02
+7.24e+10ns 10.02
+7.26e+10ns 10.14
+7.28e+10ns 9.96
+7.3e+10ns 10.02
+7.32e+10ns 10.02
+7.34e+10ns 10.02
+7.36e+10ns 10.08
+7.38e+10ns 10.02
+7.4e+10ns 10.02
+7.42e+10ns 10.02
+7.44e+10ns 10.08
+7.46e+10ns 10.02
+7.48e+10ns 10.02
+7.5e+10ns 10.02
+7.52e+10ns 9.96
+7.54e+10ns 10.14
+7.56e+10ns 10.02
+7.58e+10ns 9.96
+7.6e+10ns 10.02
+7.62e+10ns 10.14
+7.64e+10ns 9.96
+7.66e+10ns 10.02
+7.68e+10ns 10.02
+7.7e+10ns 9.96
+7.72e+10ns 10.14
+7.74e+10ns 10.02
+7.76e+10ns 10.02
+7.78e+10ns 9.96
+7.8e+10ns 10.14
+7.82e+10ns 10.02
+7.84e+10ns 9.96
+7.86e+10ns 10.02
+7.88e+10ns 9.96
+7.9e+10ns 10.14
+7.92e+10ns 10.02
+7.94e+10ns 9.96
+7.96e+10ns 10.02
+7.98e+10ns 10.14
+8e+10ns 9.96
+8.02e+10ns 10.02
+8.04e+10ns 9.96
+8.06e+10ns 10.02
+8.08e+10ns 10.14
+8.1e+10ns 9.96
+8.12e+10ns 10.02
+8.14e+10ns 10.02
+8.16e+10ns 10.08
+8.18e+10ns 10.02
+8.2e+10ns 9.96
+8.22e+10ns 10.02
+8.24e+10ns 9.96
+8.26e+10ns 10.14
+8.28e+10ns 10.02
+8.3e+10ns 7.38
+8.32e+10ns 8.52
+8.34e+10ns 10.02
+8.36e+10ns 10.08
+8.38e+10ns 10.14
+8.4e+10ns 10.02
+8.42e+10ns 10.02
+8.44e+10ns 10.02
+8.46e+10ns 10.02
+8.48e+10ns 10.14
+8.5e+10ns 10.02
+8.52e+10ns 10.02
+8.54e+10ns 10.02
+8.56e+10ns 10.14
+8.58e+10ns 10.02
+8.6e+10ns 10.02
+8.62e+10ns 10.02
+8.64e+10ns 10.02
+8.66e+10ns 10.14
+8.68e+10ns 10.02
+8.7e+10ns 10.02
+8.72e+10ns 10.02
+8.74e+10ns 10.14
+8.76e+10ns 10.02
+8.78e+10ns 10.02
+8.8e+10ns 9.96
+8.82e+10ns 10.02
+8.84e+10ns 10.14
+8.86e+10ns 10.02
+8.88e+10ns 10.02
+8.9e+10ns 10.02
+8.92e+10ns 10.14
+8.94e+10ns 9.96
+8.96e+10ns 10.02
+8.98e+10ns 10.02
+9e+10ns 10.02
+9.02e+10ns 10.14
+9.04e+10ns 9.96
+9.06e+10ns 10.02
+9.08e+10ns 10.02
+9.1e+10ns 10.14
+9.12e+10ns 10.02
+9.14e+10ns 9.96
+9.16e+10ns 10.02
+9.18e+10ns 10.02
+9.2e+10ns 10.14
+9.22e+10ns 9.96
+9.24e+10ns 10.02
+9.26e+10ns 10.02
+9.28e+10ns 10.14
+9.3e+10ns 9.96
+9.32e+10ns 10.02
+9.34e+10ns 10.02
+9.36e+10ns 9.96
+9.38e+10ns 10.14
+9.4e+10ns 10.02
+9.42e+10ns 9.96
+9.44e+10ns 10.02
+9.46e+10ns 10.14
+9.48e+10ns 9.96
+9.5e+10ns 10.02
+9.52e+10ns 10.02
+9.54e+10ns 9.96
+9.56e+10ns 10.14
+9.58e+10ns 10.02
+9.6e+10ns 9.96
+9.62e+10ns 10.02
+9.64e+10ns 10.14
+9.66e+10ns 9.96
+9.68e+10ns 10.02
+9.7e+10ns 10.02
+9.72e+10ns 9.96
+9.74e+10ns 10.14
+9.76e+10ns 10.02
+9.78e+10ns 9.96
+9.8e+10ns 10.02
+9.82e+10ns 10.08
+9.84e+10ns 10.02
+9.86e+10ns 10.02
+9.88e+10ns 9.96
+9.9e+10ns 10.02
+9.92e+10ns 10.14
+9.94e+10ns 9.96
+9.96e+10ns 10.02
+9.98e+10ns 9.96
+1e+11ns 10.14
+1.002e+11ns 9.96
+1.004e+11ns 10.02
+1.006e+11ns 10.02
+1.008e+11ns 8.22
+1.01e+11ns 7.68
+1.012e+11ns 10.02
+1.014e+11ns 10.14
+1.016e+11ns 10.08
+1.018e+11ns 10.02
+1.02e+11ns 10.02
+1.022e+11ns 10.02
+1.024e+11ns 10.14
+1.026e+11ns 10.02
+1.028e+11ns 10.02
+1.03e+11ns 10.02
+1.032e+11ns 10.14
+1.034e+11ns 10.02
+1.036e+11ns 10.02
+1.038e+11ns 10.02
+1.04e+11ns 10.02
+1.042e+11ns 10.14
+1.044e+11ns 10.02
+1.046e+11ns 10.02
+1.048e+11ns 10.02
+1.05e+11ns 10.14
+1.052e+11ns 10.02
+1.054e+11ns 10.02
+1.056e+11ns 10.02
+1.058e+11ns 9.96
+1.06e+11ns 10.14
+1.062e+11ns 10.02
+1.064e+11ns 10.02
+1.066e+11ns 10.02
+1.068e+11ns 10.14
+1.07e+11ns 10.02
+1.072e+11ns 9.96
+1.074e+11ns 10.02
+1.076e+11ns 10.02
+1.078e+11ns 10.14
+1.08e+11ns 10.02
+1.082e+11ns 9.96
+1.084e+11ns 10.02
+1.086e+11ns 10.14
+1.088e+11ns 10.02
+1.09e+11ns 9.96
+1.092e+11ns 10.02
+1.094e+11ns 10.02
+1.096e+11ns 10.14
+1.098e+11ns 9.96
+1.1e+11ns 10.02
+1.102e+11ns 10.02
+1.104e+11ns 10.14
+1.106e+11ns 9.96
+1.108e+11ns 10.02
+1.11e+11ns 10.02
+1.112e+11ns 10.02
+1.114e+11ns 10.08
+1.116e+11ns 10.02
+1.118e+11ns 10.02
+1.12e+11ns 9.96
+1.122e+11ns 10.14
+1.124e+11ns 10.02
+1.126e+11ns 9.96
+1.128e+11ns 10.02
+1.13e+11ns 10.02
+1.132e+11ns 10.08
+1.134e+11ns 10.02
+1.136e+11ns 10.02
+1.138e+11ns 9.96
+1.14e+11ns 10.14
+1.142e+11ns 10.02
+1.144e+11ns 9.96
+1.146e+11ns 10.02
+1.148e+11ns 10.02
+1.15e+11ns 10.08
+1.152e+11ns 10.02
+1.154e+11ns 9.96
+1.156e+11ns 10.02
+1.158e+11ns 10.14
+1.16e+11ns 9.96
+1.162e+11ns 10.02
+1.164e+11ns 10.02
+1.166e+11ns 9.96
+1.168e+11ns 10.14
+1.17e+11ns 9.96
+1.172e+11ns 10.02
+1.174e+11ns 10.02
+1.176e+11ns 10.08
+1.178e+11ns 10.02
+1.18e+11ns 9.96
+1.182e+11ns 10.02
+1.184e+11ns 10.02
+1.186e+11ns 9.06
+1.188e+11ns 6.84
+1.19e+11ns 10.14
+1.192e+11ns 10.02
+1.194e+11ns 10.02
+1.196e+11ns 10.08
+1.198e+11ns 10.14
